Country;Product;Import Export;Shipping Method;Port;Category;Quantity;Value;Date;Customs Code;Weight
Korea;my;Import;Sea;South Tracy;Electronics;3207;4719.01;20/07/2022;371803;4340.38
Micronesia;small;Import;Land;Linbury;Machinery;140;2208.17;08/04/2020;306217;31.46
Saint Kitts and Nevis;include;Import;Sea;Whitneyhaven;Machinery;4567;4764.56;18/03/2020;792282;3461.92
Burkina Faso;we;Import;Air;Crawfordmouth;Toys;4916;6899.77;19/08/2022;836635;2824.46
Palestinian Territory;goal;Import;Sea;Brownshire;Toys;1633;325.32;18/02/2024;504120;2507.63
Antarctica (the territory South of 60 deg S);guy;Import;Land;Smithtown;Machinery;3373;1639.04;29/09/2022;224771;1804.71
Anguilla;simple;Import;Sea;New Robert;Toys;4275;7245.76;02/01/2024;242775;768.9
Palau;may;Import;Sea;Sullivanton;Toys;4277;731.45;21/03/2020;641304;706.02
Mozambique;together;Import;Sea;Lake Anne;Clothing;5835;2500.66;05/02/2021;711351;3818.04
United States of America;wrong;Import;Air;Port Rebecca;Toys;9064;4730.66;15/08/2022;236504;3025.84
Cocos (Keeling) Islands;impact;Import;Sea;Port Elizabeth;Electronics;836;3192.02;07/09/2020;460746;2527.18
Botswana;president;Import;Land;Beckberg;Electronics;4975;5368.71;28/04/2023;672250;2638.77
Benin;thus;Import;Air;Samuelport;Toys;313;2076.42;09/03/2021;651015;4304.03
Chile;financial;Import;Land;Jonathanborough;Machinery;8690;9247.16;30/01/2020;121644;3662.34
Mongolia;few;Import;Land;East Andrew;Machinery;6565;1192.87;19/12/2019;770935;4463.78
Burundi;century;Import;Sea;West Diane;Machinery;3005;7334.65;03/10/2019;999225;3487.86
Ethiopia;create;Import;Air;Emilyville;Toys;2634;6442.95;28/04/2021;930139;4637.66
Holy See (Vatican City State);than;Import;Air;New Tammie;Toys;6021;1885.93;03/04/2022;269974;1672.46
Heard Island and McDonald Islands;right;Import;Air;Woodsmouth;Furniture;4925;9676.57;08/10/2023;445449;3155.41
French Polynesia;direction;Import;Sea;Lake Thomas;Machinery;1993;2321.1;24/03/2024;682895;4358.01
Liberia;security;Import;Sea;New Ralphburgh;Clothing;401;9673.61;31/03/2024;826949;746.38
Martinique;medical;Import;Land;Lake Cameron;Clothing;7617;9383.77;23/01/2023;860310;3891.36
Kazakhstan;beautiful;Import;Sea;Millerside;Electronics;7089;1361.29;25/02/2023;196835;4908.42
Senegal;office;Import;Land;West Willie;Clothing;6008;580.69;30/05/2024;380396;4666.51
Zambia;national;Import;Sea;East Calebland;Furniture;6041;8720.7;12/02/2022;505949;57.73
United States Minor Outlying Islands;score;Import;Air;New Karenhaven;Toys;4481;8799.43;27/02/2023;821305;2892.35
Guadeloupe;forward;Import;Sea;Nicholasside;Toys;8018;5890.11;19/10/2020;441477;1800.02
Guinea-Bissau;another;Import;Air;South Kristin;Toys;4671;5754.36;30/06/2024;921242;3223.16
Seychelles;into;Import;Air;Port Kathy;Electronics;9919;9298.02;28/12/2021;991482;3551.9
Guyana;tax;Import;Land;West Lisa;Furniture;7651;4073.27;30/09/2021;518932;4846.12
Libyan Arab Jamahiriya;then;Import;Sea;New Melissa;Electronics;462;8481.78;22/03/2020;195442;2648.95
Bhutan;ability;Import;Sea;Camachoburgh;Toys;6831;6663.38;12/05/2021;577301;4747.39
Trinidad and Tobago;approach;Import;Land;Harristown;Clothing;6764;6249.5;02/05/2022;704299;661.78
Sweden;responsibility;Import;Land;Mooreshire;Electronics;7638;9362.8;13/09/2019;612722;444.53
Pakistan;mission;Import;Land;New Jamesport;Machinery;2204;9655.83;10/05/2023;168287;3060.54
Egypt;room;Import;Air;Sandyborough;Clothing;613;5041.48;17/02/2022;876772;4294.64
Guernsey;soon;Import;Air;Lake Meghan;Toys;9941;106.98;08/02/2022;578744;1784.38
American Samoa;music;Import;Sea;Brandonview;Machinery;7905;5264.39;07/01/2021;221960;4574.41
Belgium;important;Import;Air;Lake Michael;Toys;9245;306.66;17/11/2023;403085;1707.48
Zimbabwe;letter;Import;Sea;Lawrenceport;Electronics;5540;9763.67;11/12/2020;525752;3506.74
Niger;source;Import;Air;Morrisburgh;Machinery;8991;2400.41;22/07/2021;575594;2983.12
Cuba;check;Import;Land;Blakechester;Electronics;3254;6400.77;24/09/2022;583692;3929.09
Canada;person;Import;Sea;Stevenmouth;Furniture;955;5758.73;19/05/2024;437184;992.25
Dominican Republic;full;Import;Sea;Lake Lindsayshire;Machinery;9297;6461.73;09/08/2021;546611;4014.99
Lao People's Democratic Republic;property;Import;Sea;Christopherfort;Furniture;9848;1761.24;05/08/2023;492572;1658.2
Barbados;front;Import;Sea;Alexfurt;Clothing;4823;8630.58;26/07/2024;112300;2651.21
Guinea-Bissau;significant;Import;Air;West Anthonyside;Electronics;8417;3677.92;07/03/2023;569308;2432.73
Bhutan;general;Import;Land;Turnerchester;Clothing;3885;1520.48;06/10/2022;329048;1489.84
South Georgia and the South Sandwich Islands;nor;Import;Land;North Michaelmouth;Machinery;3958;583.86;13/12/2023;338357;654.26
Sudan;dark;Import;Land;Veronicahaven;Toys;132;6951.83;18/04/2021;954611;2469.92
Bermuda;may;Import;Land;Walkerfurt;Electronics;5243;1190.19;23/01/2021;832337;4237.3
Norfolk Island;culture;Import;Sea;Lake Harold;Electronics;4619;2939.62;17/05/2024;974223;251.45
Jamaica;national;Import;Land;West Kendra;Electronics;5220;6196.53;18/02/2020;143632;4643.29
Korea;understand;Import;Sea;Dylanside;Toys;1502;5760.95;19/11/2022;960696;2148.22
Marshall Islands;raise;Import;Land;Marissaland;Machinery;9926;8249.8;22/12/2019;191638;2366.51
Turkey;girl;Import;Land;New Michael;Toys;1850;3424.68;11/09/2019;649301;1471.44
Aruba;administration;Import;Land;Leetown;Electronics;7321;1902.11;26/09/2022;163412;3340.58
Austria;take;Import;Air;Hoovermouth;Toys;2269;3701.46;28/05/2021;326989;4087.86
Spain;beat;Import;Sea;Nunezside;Machinery;3547;5521.09;14/07/2023;869750;2079.19
French Southern Territories;commercial;Import;Air;Kevinfurt;Electronics;4812;4476.45;21/11/2023;552480;587.98
Mayotte;at;Import;Land;Port Gary;Machinery;8459;7006.77;06/05/2021;528575;137.92
Bolivia;above;Import;Air;South Bethside;Toys;6969;3077.19;15/02/2020;783146;1341.5
Cameroon;son;Import;Sea;Hurleyshire;Machinery;7660;1630.25;28/06/2023;964198;9.97
Albania;stock;Import;Land;Rodriguezland;Electronics;8786;8261.15;04/06/2022;145281;2736.87
Liberia;member;Import;Sea;Lake Brenda;Clothing;9359;6224.42;25/05/2022;883794;2808.39
Spain;author;Import;Land;Lake Shawnastad;Furniture;2235;5938.17;08/10/2020;649336;276.65
Tunisia;heart;Import;Sea;Vincentside;Electronics;7931;9572.67;29/07/2024;503722;222.02
Falkland Islands (Malvinas);walk;Import;Air;South Bethanytown;Toys;6588;2384.49;19/11/2022;587741;2300.39
Burundi;likely;Import;Air;West Stephen;Electronics;6390;963.48;09/11/2023;846366;4625.93
Peru;although;Import;Land;West Michael;Toys;9873;1294.55;07/12/2020;770490;1435.03
Portugal;wall;Import;Sea;Howeview;Furniture;8589;1597.58;27/04/2023;182615;3599.34
Uruguay;begin;Import;Land;Luisview;Toys;6475;4090.95;04/02/2022;277426;4026.96
Croatia;site;Import;Land;East Josephville;Electronics;4111;8714.55;23/07/2021;813474;1229.23
Northern Mariana Islands;three;Import;Land;Valerieberg;Clothing;4939;4171.98;22/05/2022;410698;126.17
Romania;pay;Import;Air;Davidside;Furniture;8503;9212.31;26/08/2023;955149;1502.24
Guinea;through;Import;Land;Lake Michaelville;Furniture;9904;231.91;19/08/2023;694133;3367.58
Belize;call;Import;Air;Mcclainburgh;Machinery;8508;7081.98;23/10/2022;497862;6.49
Western Sahara;catch;Import;Air;Lucasshire;Electronics;6837;993.56;17/09/2021;580200;1006.6
Lithuania;series;Import;Sea;New Jamesland;Toys;9836;9848.55;06/11/2019;883926;4065.07
Niger;get;Import;Air;Marvinshire;Clothing;448;4605.4;20/12/2023;326489;4432.45
Kuwait;head;Import;Sea;Brandiburgh;Furniture;7398;2355.24;22/12/2019;945828;899.03
Tonga;bill;Import;Land;Rachelside;Machinery;2272;4016.55;05/07/2024;496744;3090.91
Bahrain;will;Import;Sea;North Nancyshire;Machinery;4973;9579.79;25/09/2020;694721;4406.57
British Virgin Islands;its;Import;Air;Lisatown;Furniture;7121;6681.19;23/04/2024;755768;4893.95
Russian Federation;treatment;Import;Air;Lake Barbarashire;Machinery;7587;2729.87;19/04/2021;960450;3093.35
French Southern Territories;or;Import;Air;Lake Kennethmouth;Machinery;4209;2590.34;07/08/2022;398451;1396.19
Kiribati;hard;Import;Air;Port Erikchester;Electronics;9510;3833.77;22/03/2022;342513;3415.29
Greenland;until;Import;Air;East Ritafurt;Electronics;6178;9343.04;16/04/2023;194932;3882.12
China;region;Import;Land;Robbinshaven;Clothing;731;2074.34;29/07/2023;289853;1678.08
United Arab Emirates;financial;Import;Air;Leslietown;Toys;9790;4251.94;20/03/2023;435325;4059.02
Bermuda;think;Import;Sea;Baldwinmouth;Machinery;2191;3312.88;30/04/2021;732079;3009.57
Trinidad and Tobago;sit;Import;Land;Frenchshire;Toys;2078;2089.49;30/11/2023;101600;3349.77
Guadeloupe;individual;Import;Sea;South Michelleville;Electronics;6597;2132.85;29/05/2023;357098;932.03
Paraguay;quite;Import;Air;West Kenneth;Clothing;151;8262.17;11/11/2022;640084;2617
Egypt;course;Import;Land;Jeremyfurt;Clothing;1591;2282.02;27/01/2024;669385;2278.22
El Salvador;become;Import;Sea;Maryhaven;Electronics;9301;6072.39;14/06/2024;585221;1450.35
Djibouti;Democrat;Import;Land;Tiffanyshire;Furniture;7254;8783.15;08/05/2022;544974;2663.19
Congo;action;Import;Land;Williamfurt;Electronics;9393;6167.25;22/03/2024;136175;3558.7
Bahrain;ball;Import;Air;Jamesville;Clothing;7830;2789.66;13/11/2020;956246;3810.87
Peru;big;Import;Sea;Wilsonport;Toys;4352;7278.94;07/07/2024;590553;1847.12
Pakistan;nor;Import;Air;West Elizabethborough;Clothing;5649;8636.47;14/08/2021;463701;3679.31
Benin;town;Import;Air;North Bethberg;Clothing;1605;5696.74;05/01/2020;793932;2199.18
United States of America;also;Import;Land;New Clarence;Electronics;3668;3632.6;22/02/2022;342427;3503.03
Malaysia;family;Import;Sea;Erinview;Toys;1382;7661.67;23/01/2022;302863;2788.39
Singapore;middle;Import;Air;Hancockberg;Electronics;707;8302.02;06/01/2020;685036;2974.69
Gambia;hear;Import;Sea;Riveramouth;Toys;222;3280.75;14/10/2020;681552;2354.18
Algeria;relationship;Import;Sea;Heatherberg;Electronics;3320;9878.91;15/02/2024;320966;2297.84
Uruguay;current;Import;Land;Scottmouth;Clothing;4686;3064.45;07/08/2020;251741;1007.71
Brunei Darussalam;drop;Import;Sea;North Abigail;Electronics;1700;840.37;01/03/2021;550194;2089.9
Gabon;well;Import;Air;Port James;Toys;2443;8671.55;30/07/2023;378522;3366.61
Canada;design;Import;Sea;New Wayne;Furniture;9518;6327.78;19/08/2023;224534;973.34
Tajikistan;worker;Import;Sea;Devinville;Machinery;3084;2171.16;28/10/2022;448979;974.29
Yemen;good;Import;Land;Phillipshire;Clothing;5622;6348.08;29/05/2022;885255;4599.29
Puerto Rico;culture;Import;Sea;Faulknerfort;Electronics;2422;6824.01;17/02/2021;826196;2534.19
Ukraine;activity;Import;Land;Marilynborough;Machinery;6652;6432.94;10/07/2024;713717;3341.03
Maldives;join;Import;Air;Jamesburgh;Clothing;8652;132.69;12/07/2023;992393;253.46
Somalia;adult;Import;Air;Reedtown;Toys;5534;6386.96;12/03/2023;680774;1140.22
United Kingdom;two;Import;Land;Owensside;Furniture;3273;693.25;10/09/2023;880711;2440.75
Mozambique;life;Import;Land;New Jamie;Clothing;8263;7978.57;24/05/2024;454474;3609.86
Netherlands Antilles;than;Import;Sea;Port Ericfort;Electronics;9825;746.3;05/05/2024;100147;3438.75
Vietnam;street;Import;Air;Greenside;Machinery;6875;2044.97;14/12/2019;282300;4945.3
Greenland;add;Import;Sea;New Autumnton;Electronics;3573;9190.55;18/11/2023;860201;3800.75
Mayotte;body;Import;Air;Lake Deborahshire;Furniture;3150;5578.76;12/08/2023;709653;1436.39
Poland;attorney;Import;Air;North Amanda;Electronics;2672;9261.02;10/02/2020;318163;1202.68
Chad;finish;Import;Land;North Charles;Electronics;3578;7157.16;05/10/2022;309277;4945.38
Anguilla;argue;Import;Land;South Davidview;Toys;3144;1449.75;03/06/2023;705216;2010.61
Argentina;model;Import;Air;Kaylafort;Toys;9138;6935.48;21/06/2023;577828;397.24
Madagascar;wide;Import;Air;Garciachester;Furniture;7466;5369.66;11/03/2023;887263;2495.82
Malaysia;change;Import;Sea;Port Carolyn;Machinery;9660;9159.62;24/02/2021;335392;4128.2
Peru;show;Import;Air;Jonathanshire;Toys;9005;1433.53;20/01/2022;271832;2601.86
Western Sahara;travel;Import;Sea;Kimberlyside;Electronics;8114;8543.18;04/12/2023;734694;1862.75
Denmark;chance;Import;Land;South Matthewhaven;Furniture;7515;875.77;10/09/2019;985581;1667
Cote d'Ivoire;economic;Import;Air;Whiteview;Furniture;2739;5773.15;07/01/2023;422408;4794.46
Palestinian Territory;price;Import;Land;New Kelseyland;Toys;3473;3971.36;08/07/2021;811667;1312.37
Guernsey;task;Import;Air;Kellyside;Machinery;5347;8204.67;16/10/2021;515423;1846.59
Switzerland;present;Import;Land;East Andreachester;Furniture;5009;9101.21;17/12/2020;202961;351.86
Peru;party;Import;Sea;Melissashire;Machinery;3616;9670.36;19/05/2020;255640;4661.6
Saint Barthelemy;movement;Import;Sea;Schwartzville;Toys;674;8694.42;27/03/2024;146879;2208.15
Uzbekistan;well;Import;Sea;East Frankshire;Machinery;9515;4468.59;13/02/2023;334712;886.73
British Virgin Islands;recent;Import;Air;Brownview;Machinery;3346;4652.33;24/02/2021;125315;1849.99
Monaco;long;Import;Sea;New James;Toys;4226;2174.27;31/07/2024;412007;4427.07
Montenegro;myself;Import;Air;Swansonstad;Machinery;9631;1504.06;21/06/2021;674494;490.45
Isle of Man;pass;Import;Air;Jenniferhaven;Clothing;3096;2826.41;29/03/2020;716657;413.34
Bermuda;indeed;Import;Sea;Whitechester;Machinery;1901;8056.83;30/07/2021;847454;3398.47
Taiwan;be;Import;Sea;Port Evelynstad;Electronics;5646;1072.8;04/12/2020;766403;3111.58
Ecuador;increase;Import;Air;Lake Matthew;Clothing;5046;1477.33;10/01/2021;987992;4391.96
Moldova;other;Import;Land;Wesleyfort;Electronics;3597;7294.8;21/10/2019;206750;1487.7
Hungary;those;Import;Sea;Dianabury;Machinery;5925;8706.14;15/11/2020;180927;867.65
Western Sahara;become;Import;Land;Katieberg;Furniture;1679;9860.45;13/04/2023;206697;3892.96
Anguilla;mouth;Import;Sea;Woodview;Machinery;9148;8117.97;12/07/2020;711598;3517.57
Bahrain;production;Import;Land;South Larry;Electronics;7359;9861.45;02/11/2020;476533;1177.19
San Marino;he;Import;Land;Tinafurt;Clothing;5167;2677.95;19/10/2021;440013;1141.02
Iraq;region;Import;Air;East Danielle;Toys;1155;9709.06;07/11/2021;574588;509.02
Yemen;risk;Import;Air;Port Kimberlystad;Clothing;7649;2623.61;04/04/2021;935054;3722.71
Montserrat;son;Import;Land;East Steven;Clothing;8918;4464.58;19/03/2022;703145;337.02
Monaco;visit;Import;Sea;Samanthabury;Clothing;5321;6211.9;30/10/2021;339705;515.48
Mozambique;four;Import;Sea;Lake Stephanie;Electronics;6950;3616.72;01/02/2022;724560;1605.33
Saint Pierre and Miquelon;kind;Import;Air;Walshshire;Clothing;742;4117.79;21/04/2020;182194;4841.29
Uruguay;some;Import;Land;New Albert;Electronics;9972;3139.1;24/01/2021;899055;1804.65
Mayotte;off;Import;Land;Christinaville;Toys;9302;8970.41;15/10/2021;738908;4435.42
Bangladesh;loss;Import;Air;New Omarhaven;Toys;8445;8158.92;02/01/2021;172392;2080.7
Uganda;successful;Import;Air;West Rosestad;Machinery;1062;1640.93;25/06/2022;242265;4886.35
Iceland;interview;Import;Land;Stevenfurt;Furniture;2898;7840.08;15/07/2022;835582;2566.55
Myanmar;black;Import;Sea;Harriston;Furniture;7998;8466.33;26/05/2021;741079;3577.57
Palestinian Territory;area;Import;Land;Brownton;Toys;8680;590.07;18/03/2020;465154;2711.71
Austria;station;Import;Air;Brendanfort;Toys;3107;3123.15;09/10/2021;503837;2337.77
Iraq;expect;Import;Land;Jasonberg;Clothing;3542;7921.27;23/08/2022;150016;761.41
Turkey;ground;Import;Air;South Samuel;Electronics;4266;5937.33;26/11/2023;907557;2573.4
Kuwait;study;Import;Land;North Thomaschester;Machinery;4279;1451.11;12/02/2023;493432;3048.99
Antigua and Barbuda;itself;Import;Sea;Tylerfort;Electronics;8652;9869.66;10/08/2021;813919;1536.02
Bangladesh;hospital;Import;Air;Youngton;Toys;7257;818.13;26/02/2021;242758;2801
Finland;nearly;Import;Sea;Lake Daniel;Toys;9921;7379.21;12/12/2022;523437;2232.84
Singapore;effect;Import;Sea;New Kimberlymouth;Toys;65;1797.51;22/03/2021;186589;1280.12
Uruguay;sign;Import;Air;Williamsside;Furniture;8002;1457.91;08/09/2022;231776;2432.39
Korea;large;Import;Land;East Davidhaven;Electronics;759;2424.55;19/10/2022;800785;1975.82
Poland;skill;Import;Air;Nolanville;Clothing;2132;7462.32;04/11/2021;367690;705.24
Anguilla;drive;Import;Land;Jamesside;Clothing;9000;4904.29;30/09/2019;277311;4797.31
Israel;stand;Import;Sea;Debbieside;Clothing;7688;1287.15;17/07/2023;270601;3465.36
Moldova;garden;Import;Air;Johnsonfurt;Electronics;1616;6761.39;29/10/2020;669855;4295.08
Mozambique;pick;Import;Air;Deborahchester;Toys;5588;911.55;15/11/2019;579665;3062.34
Cyprus;resource;Import;Sea;Michaelton;Toys;7852;7550.64;26/04/2021;900318;2135.73
Kyrgyz Republic;financial;Import;Air;Kimberlybury;Electronics;3211;7480.66;22/09/2019;519339;3815.17
Montserrat;next;Import;Sea;Tracymouth;Toys;3026;3347.41;16/08/2020;437946;644.11
Bahamas;air;Import;Land;Allenfort;Toys;1381;8398.92;12/03/2023;711943;245.38
Venezuela;ok;Import;Air;South Jodi;Clothing;4305;6850.87;06/12/2019;742363;1866.54
Mauritius;do;Import;Air;West Shane;Furniture;9241;1265.94;17/08/2022;675438;1988.61
Malta;manage;Import;Air;Port Robertland;Clothing;5688;708.93;05/06/2020;360928;973.51
Gibraltar;year;Import;Land;East Bobby;Clothing;3368;1242.33;08/06/2022;668018;4281.67
Switzerland;think;Import;Land;Ericmouth;Electronics;3326;6623.06;24/02/2021;228468;4677.52
Reunion;story;Import;Land;East Joshua;Toys;3903;1321.14;15/03/2024;781864;4207.79
Falkland Islands (Malvinas);learn;Import;Air;South Robert;Furniture;237;2238.35;06/06/2021;232736;3804.45
Switzerland;care;Import;Sea;Jeffreychester;Toys;3680;4886.58;23/03/2020;574735;1732.11
Suriname;audience;Import;Air;North Jessica;Clothing;1327;1963;04/05/2022;751752;35.92
Saint Barthelemy;seek;Import;Air;Alvarezfurt;Furniture;7483;2088.54;29/03/2022;482573;1358.62
Yemen;long;Import;Land;Benjamintown;Clothing;1464;6442.31;13/09/2021;893347;2707.81
Chile;significant;Import;Land;Smithchester;Clothing;8737;544.88;16/10/2023;457044;4908.6
Madagascar;growth;Import;Land;West David;Clothing;6500;6245.56;07/06/2022;951098;1982.84
Bahamas;alone;Import;Sea;West Amanda;Machinery;4309;6373.4;15/12/2019;844274;4982.9
Maldives;investment;Import;Air;Ramirezview;Toys;5449;5723.01;29/09/2023;876572;2954.38
Brunei Darussalam;speech;Import;Sea;Port Jason;Toys;3503;4032.82;08/11/2022;435797;473.42
Cuba;water;Import;Land;Lake Stacy;Electronics;3886;1861.72;21/05/2023;427793;3024.92
Zambia;enjoy;Import;Sea;North Barbara;Machinery;7944;2918.06;06/10/2020;629853;4606.35
Bulgaria;popular;Import;Land;Amberton;Electronics;5844;593.22;26/01/2020;375926;3309.38
American Samoa;change;Import;Land;Careyton;Clothing;4726;4005.44;10/12/2023;289850;4711.05
Saint Lucia;series;Import;Land;Marcusburgh;Machinery;325;4930.21;14/04/2020;489857;1080.04
Svalbard & Jan Mayen Islands;possible;Import;Sea;Paynemouth;Clothing;4840;9973.71;11/09/2019;215910;3360.78
Mexico;on;Import;Air;New Gregory;Electronics;7656;3987.6;28/08/2024;589421;3061.45
Moldova;energy;Import;Sea;East Kyle;Furniture;1790;7076.53;04/08/2024;383669;4304.73
Svalbard & Jan Mayen Islands;field;Import;Air;New Branditon;Furniture;640;7245.04;29/01/2020;331698;4656.89
Yemen;you;Import;Air;West Alexis;Electronics;3425;7259.8;12/01/2020;720632;1989.33
Martinique;ahead;Import;Air;New Janeborough;Machinery;8112;1714.22;18/03/2020;409047;2073.35
Lithuania;different;Import;Air;Morganfort;Furniture;393;8352.25;20/09/2023;751426;3770.3
Cook Islands;stock;Import;Land;New Tabithaside;Clothing;8542;999.06;16/06/2023;812490;2137.26
Sao Tome and Principe;thank;Import;Land;West Danaville;Machinery;6452;1345.4;19/08/2022;536713;4672.15
Bahamas;executive;Import;Sea;New Angela;Toys;3025;359.02;05/09/2022;342129;952.93
Sudan;human;Import;Sea;Wayneshire;Clothing;6568;7719.68;20/10/2021;463423;3869.11
Sweden;series;Import;Air;Lake Frank;Clothing;9298;5662.58;27/01/2023;900475;2611.4
Gibraltar;someone;Import;Land;Davidport;Toys;3558;9021.75;23/03/2024;122423;4634.77
Algeria;safe;Import;Sea;Lake Samanthafurt;Furniture;4912;2560.76;24/05/2023;370781;3452.57
Lao People's Democratic Republic;necessary;Import;Air;Cooperberg;Electronics;437;6769.64;12/08/2023;333015;3549.33
Chad;assume;Import;Sea;Campbellstad;Clothing;5026;2963.15;17/05/2021;121875;1567.24
Libyan Arab Jamahiriya;ask;Import;Land;Stacyside;Toys;5996;7511.55;04/09/2022;181997;4576.91
Martinique;ground;Import;Sea;New Samanthaton;Clothing;7627;1875.43;23/02/2024;112797;2371.69
Mongolia;student;Import;Land;South Michelleport;Machinery;1218;5348.21;10/12/2021;381705;2776.84
Guinea-Bissau;challenge;Import;Sea;New Kennethmouth;Furniture;7229;6093.11;05/01/2021;359362;146.91
Mali;meet;Import;Air;West Amy;Furniture;8924;7451.05;05/01/2021;173078;2068.8
Czech Republic;kid;Import;Air;West Kristina;Clothing;5567;1433.35;30/10/2023;482415;3123.27
Ghana;form;Import;Sea;Lake Stephanie;Toys;6711;4589.39;04/12/2022;420290;2521.62
Congo;similar;Import;Sea;Kendrabury;Clothing;7810;3590.68;02/02/2023;148340;3244.66
Poland;leave;Import;Land;New Angelicaborough;Clothing;1558;8122.2;28/02/2023;905628;730.16
Oman;month;Import;Sea;New Dawnland;Electronics;2425;474.53;14/03/2022;572824;498.71
Tajikistan;order;Import;Air;Fordberg;Toys;8302;5091.22;21/07/2022;175340;1708.51
South Africa;then;Import;Air;Stevenport;Machinery;8293;328.58;13/06/2024;440829;3967.55
Hong Kong;day;Import;Sea;Jensenview;Machinery;4758;1471.03;05/05/2024;804368;32.52
Egypt;form;Import;Land;Port Christopherhaven;Furniture;8747;1081.33;11/01/2022;298452;1295.35
Seychelles;dream;Import;Land;Lake Melvinstad;Machinery;2124;3137.59;06/01/2024;707159;768.11
Yemen;fly;Import;Land;Ochoaland;Machinery;5817;3409.19;23/11/2022;534970;1534.49
Germany;worker;Import;Air;Medinachester;Toys;1166;7110.34;29/11/2020;960255;1827.94
Korea;daughter;Import;Air;Janiceborough;Electronics;2236;8399.08;21/03/2024;685471;3582.13
Mongolia;may;Import;Land;South Nathaniel;Machinery;7731;1490.43;29/07/2023;524054;2873.22
Slovenia;level;Import;Air;Christyton;Electronics;8945;8939.74;19/05/2022;796326;2337.92
Pitcairn Islands;idea;Import;Land;Port Georgebury;Machinery;2696;8761.78;21/12/2023;833791;2156.45
San Marino;personal;Import;Sea;Port Gary;Clothing;7030;6352.77;13/09/2021;306441;173.47
Senegal;everyone;Import;Land;West Erin;Clothing;9554;8730.82;10/10/2019;885269;3821.36
Cameroon;pick;Import;Air;Bryanton;Clothing;1980;1689.12;01/08/2020;499892;1124.55
Netherlands;a;Import;Sea;Alexanderland;Clothing;1374;8760.8;19/09/2021;235718;809.48
Myanmar;drive;Import;Land;Andrewstad;Machinery;627;718.38;24/10/2023;606575;3351.81
Bhutan;way;Import;Air;Jonathanton;Machinery;6626;3345.04;06/06/2023;148690;2502.45
Monaco;able;Import;Air;Jessicafort;Furniture;7058;7665.66;31/10/2019;679750;3836.34
Belize;piece;Import;Land;North Jade;Clothing;4362;8897.62;10/04/2022;875269;2992.53
Jordan;place;Import;Sea;South Markchester;Furniture;8242;9637.86;10/02/2023;934660;899.29
Lebanon;one;Import;Sea;Kelleybury;Clothing;5557;8475.21;29/05/2023;228343;572.9
Senegal;toward;Import;Sea;Patriciaville;Electronics;4791;8666.94;28/08/2023;135380;994.47
Guyana;ready;Import;Air;Daltonburgh;Clothing;7383;6162.16;15/10/2019;332070;687.56
Cayman Islands;positive;Import;Air;Lake Tyler;Furniture;9742;1394.48;06/10/2020;235617;846.96
Senegal;yes;Import;Air;Schroederton;Electronics;3712;4325.32;18/03/2020;188101;4094.03
Gambia;nice;Import;Land;Stevenside;Electronics;6103;1994.17;01/08/2021;469418;2896.13
Chad;stock;Import;Land;East Tonyville;Machinery;7656;8174.81;07/06/2021;409792;3391.63
Slovenia;plant;Import;Sea;East Kimburgh;Clothing;357;9705.94;30/03/2023;798465;2856.32
Latvia;every;Import;Land;Jasonmouth;Toys;5017;9244.06;07/10/2020;566862;4694.43
Chad;ask;Import;Sea;Lake Jack;Machinery;3963;1672.96;01/10/2023;767692;1062.53
Tonga;later;Import;Sea;Katherineton;Furniture;1053;1215.59;15/09/2019;806886;3383.39
El Salvador;debate;Import;Land;Lake Andrewberg;Electronics;7881;2618.23;29/06/2023;757435;4073.93
Algeria;major;Import;Sea;West Andrewside;Toys;5308;1056.36;06/12/2020;703738;469.46
Bhutan;high;Import;Air;West Davidville;Clothing;2027;3729.01;10/08/2021;184763;4384.91
Trinidad and Tobago;student;Import;Sea;North Mitchell;Toys;3108;8472.38;04/05/2023;676127;2336.5
Angola;physical;Import;Land;Lake Mackenzie;Machinery;2789;3178.1;04/03/2020;533472;1185.36
Antarctica (the territory South of 60 deg S);imagine;Import;Land;Jessicaburgh;Electronics;913;8834.77;02/11/2021;293715;1114.61
Madagascar;give;Import;Air;North Reginald;Electronics;5727;1964.51;24/04/2023;227024;2758.77
Antigua and Barbuda;career;Import;Sea;Port Michaelview;Clothing;4094;3765.24;30/08/2023;854727;294.57
Netherlands;member;Import;Sea;South Deborah;Machinery;1436;2900.81;06/12/2023;945465;1107.66
Sao Tome and Principe;hotel;Import;Sea;Joneston;Furniture;3273;4836.14;13/07/2020;448825;470.72
Northern Mariana Islands;vote;Import;Sea;Brownstad;Machinery;8626;8014.54;25/06/2022;553619;2852.89
Slovakia (Slovak Republic);full;Import;Air;Port Jamieview;Furniture;7578;9596.58;29/01/2022;334832;4863.07
Barbados;seek;Import;Air;Laurenstad;Machinery;6030;1664.7;17/05/2021;612401;3580.11
China;level;Import;Air;Butlerstad;Machinery;4505;9292.61;25/04/2023;693384;3187.85
Kenya;pressure;Import;Land;Harrishaven;Furniture;9633;8057.12;29/11/2019;440229;328.08
Wallis and Futuna;parent;Import;Air;Port Dominicborough;Clothing;915;6075.52;02/09/2022;615646;468.79
Pitcairn Islands;state;Import;Sea;Alexborough;Toys;7077;8171.28;03/07/2024;304796;3241.37
Denmark;art;Import;Land;Mathewsfort;Electronics;9945;3249.19;01/08/2024;716851;4192.3
